text,author
"– рыдала она, похоронив мужа.",Chekhov
"– думал он про себя, уклоняясь от сильно наступавшей супруги.",Gogol
"– Да, да, это лучше, тысячу раз лучше!",Tolstoy
"Иван Иванович был в чрезвычайно решительном состоянии..      Как вы себе хотите,   отвечал городничий, угощая обе ноздри табаком.",Gogol
Я по любви вступил в законный брак.,Chekhov
"Вы не знаете, что такое счастие и что такое жизнь!",Tolstoy
"Что до нас, то Лиза была в обмороке.",Dostoevsky
"Рубль шестьдесят четыре копейки!» говорил седовласый господин, бросая старухам и дворникам записки в глаза.",Gogol
"Я-то тебя понимаю, да они-то тебя не поймут.",Dostoevsky
"- Что ж, коли он так себя попустил, ваше сиятельство, - начал он, - то надо меры изыскать.",Tolstoy
– Василий соглашается.,Tolstoy
"Картина висела очень высоко; мы вдвоем принесли стул, потом приладили на него скамейку и, взгромоздившись на нее, наконец, после долгих трудов, сняли.",Dostoevsky
"— А Голядкин будет тебе, говорит, в Шестилавочной улице.",Dostoevsky
— сказал Самойленко с тоской.,Chekhov
Отчего я титулярный советник и с какой стати я титулярный советник?,Gogol
Оба Петра Ивановича забегают на цыпочках.. Артемий Филиппович.,Gogol
"Я старался его чем-нибудь занять и рассказывал ему разные новости; он слушал с тою же улыбкою, но по временам взгляд его был совершенно бесчувствен, и мысли в нем не бродили, но исчезали.",Gogol
для меня как мираж.,Dostoevsky
Показывайте Пересолиху!,Chekhov
"Вопрос Наташи по возвращении домой, кого она любит, князя Андрея или Анатоля.",Tolstoy
"При этом городничий запустил свои пальцы в табакерку, которую Иван Иванович держал открытою и переминал табак..    Иван Иванович отвечал:.",Gogol
"Каштанка съела много, но не наелась, а только опьянела от еды.",Chekhov
"Андрей Ефимыч вдруг почувствовал, что накипь подходит к горлу; у него страшно забилось сердце.. – Это пошло!",Chekhov
Пушкин и проблема «вечного мира».,Tolstoy
"Ты не поверишь, какое наслаждение!",Tolstoy
"Он вспомнил теперь ту связь, которая существовала между им и этим человеком, сквозь слезы, наполнявшие распухшие глаза, мутно смотревшим на него.",Tolstoy
"Я не помню… О, не напоминай, не напоминай!",Dostoevsky
– Убирайся к черту с своими колядками!,Gogol
"Но она все-таки считала его своим, и лишиться его было для нее очень тяжело..   .",Tolstoy
"– вскрикнула она, увидав его, и при первом звуке ее голоса слезы вступили ей в глаза, – нет, если это так будет продолжаться, то это случится еще гораздо, гораздо прежде!.",Tolstoy
В самом деле похож на вашего немца..    Ольга (смеется).,Chekhov
"Кверху, а не книзу, дьявол!",Chekhov
Эти две бумаги так и ошеломили всех.,Gogol
"Тут поворотил он домой, может быть, допросить нечистую силу, что значит такое диво.",Gogol
"Городничий указывает квартальным на полу бумажку — они бегут и снимают ее, толкая друг друга впопыхах.. Хлестаков.",Gogol
"Занавес пополз вниз медленно, волнуясь, нерешительно, точно его спускали не туда, куда нужно… Она зашаталась и оперлась о кулису….",Chekhov
"И почему, почему ему интересен раздел Польши?» Когда Свияжский кончил, Левин невольно спросил: «Ну так что же?» Но ничего не было.",Tolstoy
"Оно стучало все сильнее и сильнее, так что, наконец, можно было слышать его за два, за три шага, как в аневризме.",Dostoevsky
"– сияя радостной улыбкой, сказал Степан Аркадьич, вдруг появившийся в середине толпы.",Tolstoy
— Не смеете вы предлагать мне деньги!,Chekhov
"Нет, не уходите, останьтесь, голубчик.",Chekhov
"Вы видите, я на все, на все согласна!",Dostoevsky
"Мысль о том, что полицейские отыщут у него нос и обвинят его, привела его в совершенное беспамятство.",Gogol
Земля сделалась крепче и местами стала прохватываться морозом.,Gogol
За темнотой мелькает отражение лампы.. — Это послышалось.. — Ночью только на кладбище звонят… — говорит Андрей.. — А зачем там звонят?.,Chekhov
"Такое заявление о пренебрежении автора к условным формам прозаического художественного произведения могло бы показаться самонадеянностью, ежели бы оно было умышленно и ежели бы оно не имело примеров.",Tolstoy
«Боже мой!,Tolstoy
в Херсонскую их!,Gogol
"— Хорошо нам с тобой живется, Варя, так хорошо, что даже невероятно!.",Chekhov
"– закричал он, ухватя за хвост хотевшего убежать черта, – постой, приятель, еще не все: я еще не поблагодарил тебя».",Gogol
Почему ж не пособить человеку в таком горе?,Gogol
Наконец бедный Акакий Акакиевич испустил дух.,Gogol
Сто сорок четыре фридрихсдора проставили.,Dostoevsky
"И угощение было тоже настоящее кавказское: суп с луком, а на жаркое — чехартма, мясное..    Соленый.",Chekhov
"Мог бы я похвастаться в моем положении светскостью, но ее я не имел, как Володя.",Tolstoy
Без чувств!,Chekhov
"Потом шли общественники, потом женщины, тоже по порядку, сначала   каторжные, в острожных серых кафтанах и косынках, потом   женщины ссыльные и добровольно следующие, в своих городских и деревенских одеждах.",Tolstoy
"Она гуляла одна, все в том же берете, с белым шпицем; никто не знал, кто она, и называли ее просто так: дама с собачкой.. «Если она здесь без мужа и без знакомых, – соображал Гуров, – то было бы не лишнее познакомиться с ней».. Ему не было еще сорока, но у него была уже дочь двенадцати лет и два сына гимназиста.",Chekhov
"Не далее как дней пять тому назад, в одном здешнем, по преимуществу дамском, обществе он торжественно заявил в споре, что на всей земле нет решительно ничего такого, что бы заставляло людей любить себе подобных, что такого закона природы: чтобы человек любил человечество – не существует вовсе, и что если есть и была до сих пор любовь на земле, то не от закона естественного, а единственно потому, что люди веровали в свое бессмертие.",Dostoevsky
"Да обратится погибель, в которую он мнит низринуть нас, на главу его, и освобожденная от рабства Европа да возвеличит имя России!».",Tolstoy
"Ты заедешь чай пить, и прекрасно!",Tolstoy
Входит Лопахин.,Chekhov
"Сильно отдало в плечо, раздался выстрел и в горах ответило эхо: пах-тах!.",Chekhov
94.    .,Tolstoy
"– Я всё узнал, я могу тебе сказать верно, что Элен невинна перед тобой, как Христос перед жидами..      Пьер хотел отвечать, но он перебил его.",Tolstoy
"Левин знал брата и ход его мыслей; он знал, что неверие его произошло не потому, что ему легче было жить без веры, но потому, что шаг за шагом современно-научные объяснения явлений мира вытеснили верования, и потому он знал, что теперешнее возвращение его не было законное, совершившееся путем той же мысли, но было только временное, корыстное, с безумною надеждой исцеления.",Tolstoy
"В это время, что бы вы на себя ни надели, хотя бы даже вместо шляпы картуз был у вас на голове, хотя бы воротнички слишком далеко высунулись из вашего галстука,   никто этого не заметит..    В двенадцать часов на Невский проспект делают набеги гувернеры всех наций с своими питомцами в батистовых воротничках.",Gogol
"Только один Боссе не мог понимать значения того, что совершалось.",Tolstoy
– действительно удивился наконец Рогожин.,Dostoevsky
"Заболи у тебя нос, тебя шлют в Париж: там, дескать, европейский специалист носы лечит.",Dostoevsky
Так точно-с.,Gogol
я понюхаю своего!,Gogol
«Туда!,Tolstoy
"— Сядем сюда, мать моя!",Chekhov
"Как бы я был счастлив, сударыня, если б мог прижать вас в свои объятия.",Gogol
"…странная религия метемпсихозы – учение древних восточных религий (например, буддизма) о переселении душ, последовательно воплощающихся в телах людей и животных.",Tolstoy
– подхватила средняя Захлебинина.. – Платок забыл!,Dostoevsky
"«Только-то?» — подумал я.. Экипаж после долгой, убийственной езды по глинистой почве остановился наконец у подъезда.",Chekhov
Отыскался след Тарасов.,Gogol
"Старичок стал было отвечать и сердиться, но вдруг заплакал навзрыд при всем обществе, что произвело даже некоторое впечатление.",Dostoevsky
Но вот что ты мне скажи….,Tolstoy
Вскоре приехал князь Калужский и Лиза Меркалова со Стремовым.,Tolstoy
— Ваш жених хорош собой?,Chekhov
"Помни, Неточка!.",Dostoevsky
"А вот пройди в это время мимо его какой-нибудь его же знакомый, имеющий чин ни слишком большой, ни слишком малый, он в ту же минуту толкнет под руку своего соседа и скажет ему, чуть не фыркнув от смеха: «Смотри, смотри, вон Чичиков, Чичиков пошел!» И потом, как ребенок, позабыв всякое приличие, должное знанию и летам, побежит за ним вдогонку, поддразнивая сзади и приговаривая: «Чичиков!",Gogol
– захохотал Михаил Аверьяныч и похлопал друга по колену.,Chekhov
"Вы люди темные, слепые, забитые, ничего вы не видите, а что видите, того не понимаете… Вам говорят, что ветер с цепи срывается, что вы скоты, печенеги, вы и верите; по шее вас бьют, вы ручку целуете; ограбит вас какое-нибудь животное в енотовой шубе и потом швырнет вам пятиалтынный на чай, а вы: «Пожалуйте, барин, ручку».",Chekhov
Вот папеньке сказать.,Tolstoy
Тимофей Семеныч задумался..      Гм!,Dostoevsky
"этакое и крикнет, топнет ногою.",Dostoevsky
"На подкладку выбрали коленкору, но такого добротного и плотного, который, по словам Петровича, был еще лучше шелку и даже на вид казистей и глянцевитей.",Gogol
Пусть!,Dostoevsky
Успеете.,Tolstoy
"– Что вы, Иродово племя, задумали смеяться, что ли, надо мною?",Gogol
Денег?,Gogol
"— произнес, схватясь за капелюхи, Чуб.",Gogol
"Трепет пробежал по его жилам: пред ним лежала красавица, какая когда-либо бывала на земле.",Gogol
"Мне кажется, я сделал ошибку, начав их писать.",Dostoevsky
Хохот награждал затейника.,Gogol
"И действительно, страшный внутренний огонь горел во всей его фигуре.. .",Tolstoy
"щеки прямо свидетельствуют, что ты мог бы смотреть всем  в  глаза  с  полною.",Dostoevsky
— Ну-у!,Chekhov
Марья Антоновна.,Gogol
"Наконец растворилась пред ним дверь: предстал кабинет, с портфелями, шкафами и книгами, и князь гневный, как сам гнев.. – Губитель, губитель!",Gogol
Всеобщее изумление было беспредельно.,Dostoevsky
(ИСТИННОЕ ПРОИСШЕСТВИЕ).,Chekhov
Ирина.,Chekhov
Затмение.,Tolstoy
"Сердце, наверное, у вас нехорошее; ум неблагородный; это очень может быть.. — Может быть, вы потому и рассчитываете закупить меня деньгами, — сказала она, — что не верите в мое благородство?.",Dostoevsky
– Отчего же?.,Chekhov
Княжна Марья молчала.,Tolstoy
"Напротив, я слыхал от людей, которых я уважал, что это было хорошо.",Tolstoy
"— спрашивал князь Андрей с чуть заметною улыбкой, показывавшею, что, несмотря на всю свою любовь и уважение к отцу, он понимал его слабости..      — Те же часы и станок, еще математика и мои уроки геометрии, — радостно отвечала княжна Марья, как будто ее уроки из геометрии были одним из самых радостных впечатлений ее жизни..      Когда прошли те двадцать минут, которые нужны были для срока вставанья старого князя, Тихон пришел звать молодого князя к отцу.",Tolstoy
Мне Петр Семеныч всучил.,Chekhov
"При первом же соблазне – ну хоть чтоб опять чем потешить ту же новую возлюбленную, с которой уже прокутил первую половину этих же денег, – он бы расшил свою ладонку и отделил от нее, ну, положим, на первый случай хоть только сто рублей, ибо к чему-де непременно относить половину, то есть полторы тысячи, довольно и тысячи четырехсот рублей – ведь все то же выйдет: „подлец, дескать, а не вор, потому что все же хоть тысячу четыреста рублей да принес назад, а вор бы все взял и ничего не принес“.",Dostoevsky
– Ничего!..,Gogol
"Она тоже была на свадьбе Урбенина, но какой-то неясный страх заставлял меня избегать с ней разговора, и за весь день я ни разу не подошел к ней и не сказал с нею ни одного слова….",Chekhov
"Я их поседеть заставлю.. Вернулся Мойсейка и, увидев доктора, протянул руку.. – Дай копеечку!",Chekhov
"Таким образом… из их (очевидцев) памяти изгладилось точное воспоминание о том, что, несомненно, должно было ранее привлечь к себе их вниманием (А. Ф. Кони.",Tolstoy
"Из чего, не во гнев будь сказано вашей царской милости, сделаны черевички, что на ногах ваших?",Gogol
"Последние лучи заходящего солнца, как и всегда в эту пору, бросали сквозь липовую аллею раздробленные косые лучи на крайнее окно и этажерку, стоявшую около него.",Tolstoy
"Знаю, что не так надо, да нет настоящего чувства, только и есть, что знаешь всю свою гадость….",Tolstoy
(Тише.),Chekhov
"Кроме того, Делесову, на которого музыка произвела такое сильное и непривычное впечатление, пришла мысль сделать добро этому человеку.",Tolstoy
"Граф остановился у окна, прислушиваясь..      — Маменька, это нельзя; посмотрите, что на дворе!",Tolstoy
Но они составляли целый контраст характеров.,Dostoevsky
"Она сидела одна-одинехонька, как будто нарочно выбрав такое уединенное место, склонив голову на грудь и машинально перебирая в руках платок.",Dostoevsky
"Нет, я не позволю над собой смеяться… Теперь я, Ваня, уж с самой Нелли начну.",Dostoevsky
"Дух занялся у Катерины, и ей чудилось, что волоса стали отделяться на голове ее.",Gogol
114 .,Tolstoy
— удивились мы….,Chekhov
"Лида никогда не ласкалась, говорила только о серьезном; она жила своею особенною жизнью и для матери и для сестры была такою же священной, немного загадочной особой, как для матросов адмирал, который все сидит у себя в каюте.. – Наша Лида замечательный человек, – говорила часто мать.",Chekhov
В первое время Андрей Ефимыч работал очень усердно.,Chekhov
Напрасно обсматривал он: тень покрывала его с ног до головы.,Gogol
"Грош, да и того нет.. — Даром я не дам.. Максим сжал в кулаке шапку и начал глядеть в потолок.. — Вы это верно говорите?",Chekhov
Отправились.,Dostoevsky
"– Нет, я этого ничего не знаю и совсем не знаю, за что вы так рассердились, – незлобиво и почти простодушно ответил гость.",Dostoevsky
– Дорогу дать.,Dostoevsky
"Муж ее красив, богат, молод, образован, всеми уважаем, но, несмотря на всё это, он (совестно сознаться перед поэтическим маем!)",Chekhov
"Главное же потому устраняется, что суд церкви есть суд единственно вмещающий в себе истину и ни с каким иным судом вследствие сего существенно и нравственно сочетаться даже и в компромисс временный не может.",Dostoevsky
– Так завтра?,Tolstoy
"Ему нужна пустыня, лунная ночь: кругом в палатках и под открытым небом спят его голодные и больные, замученные тяжелыми переходами казаки, проводники, носильщики, доктор, священник, и не спит только один он и, как Стэнли, сидит на складном стуле и чувствует себя царем пустыни и хозяином этих людей.",Chekhov
Я не по-нимаю!,Chekhov
"Придя в себя, дьячок сует в рот пальцы и на месте больного зуба находит два торчащих выступа.. – Парршивый черт… – выговаривает он.",Chekhov
"раскусите, а рассмеется человек как-нибудь очень искренно, и  весь  характер.",Dostoevsky
"Думаем, к осени уже будем там.",Chekhov
"— произнес утешитель, подняв свою голову.",Gogol
"Неужели ты думаешь, что если ты богат, как дьявол, то имеешь право делать мне такие одолжения?",Chekhov
Беленькая – ассигнация в двадцать пять рублей.. .,Gogol
Зато я купил старые занавески к кровати – вещь необходимую и которая могла принесть Елене большое удовольствие..     Со всем этим я воротился домой уже в час пополудни.,Dostoevsky
вам давать его деньги без его позволения… Я вам свои давал;  и  вы  знали;.,Dostoevsky
"""Несчастный я, говорит, человек, что мне делать?",Tolstoy
"Тут все свое продай, да снабди мужика скотиной, чтобы он не оставался и одного дни без средств производить работу.",Gogol
"СПб., 1859, с.",Tolstoy
"С тоскливым, измученным видом, беспокойно оглядываясь по сторонам, он спросил меня: знаю ли я, где лежат у матушки те двадцать пять рублей, которые она вчера поутру принесла?",Dostoevsky
– Что?!!.,Dostoevsky
"ему всякую дрянь хотелось бы пощупать рукой, да еще и понюхать!.",Gogol
"Я не разрушил ее, а разрушил только то, что мучило меня, успокоился и всё-таки люблю, но другою любовью..      Да, ты называешь это любовью, а это мука,   проговорила я.   Зачем ты мне позволил жить в свете, ежели он так вреден тебе казался, что ты меня разлюбил за него?.",Tolstoy
"Взглянув на конверт, француженка догадалась, в чем дело, и в первый раз за всё время уроков ее лицо дрогнуло и холодное, деловое выражение исчезло.",Chekhov
"-  Александра  Петровна  Синицкая,  -  ты,.",Dostoevsky
Он быстро вскочил.,Tolstoy
Скоро ведьма набрала их полный рукав.,Gogol
Это огорчение учителя тронуло Сережу.,Tolstoy
Зачем ты беспокоишься?.,Tolstoy
"Никогда не говорили они: «я высморкалась», «я вспотела», «я плюнула», а говорили: «я облегчила себе нос», «я обошлась посредством платка».",Gogol
"Ух, боюсь!",Dostoevsky
Хороша мачиха у Николушки будет!,Tolstoy
"Ткач и кум кинулись к мешку, хозяйка дома уцепилась с противной стороны, и драка возобновилась бы снова, если бы дьяк, увидевши теперь, что ему некуда скрыться, не выкарабкался из мешка.",Gogol
"Его можно так сложить и приладить на полу с разряженным револьвером в руке, что непременно подумают, что он сам… Ах черт, как же убить?",Dostoevsky
"Я к Рагулиным поспею сегодня, не опоздать бы только к поезду….",Chekhov
Так дымом разлетелось это чувство.,Tolstoy
"В противном случае вы сами можете предположить то, что ожидает вас и вашего сына.",Tolstoy
"Не беспокойтесь обо мне, полковник,   отвечал Фома слабым голосом, голосом человека, прощающего врагам своим.",Dostoevsky
Какое же может быть чудо больше этого?.,Tolstoy
"Ступай к себе, мы сейчас явимся обедать.",Gogol
"Купцы какие-то хотят войти, да не допускает квартальный.",Gogol
"Не мог он тоже слышать, что в городе уже «звонят» про предводительшу, опять-таки по краткости срока.",Dostoevsky
"Вклепался ли он точно в нее или уже она так его околдовала, только пропал человек, обабился совсем; сделался черт знает что; пфу!",Gogol
"Карганов спросил у старика, не видал ли он шестерых конных?",Tolstoy
"— Следствие ведете вы безобразно… Трудно допустить, что вы, умный и очень хитрый человек, делали это не нарочно.",Chekhov
Ничего мне не надо.,Chekhov
"– говорили старые люди, – меж ними есть такие, с которых век не сходит снег, а тучи пристают и ночуют там.",Gogol
V.       Третье мытарство.,Dostoevsky
"Я не могу понять, отчего она так переменилась.",Tolstoy
"— Почти с самого детства… Излагаю я литературно, остроумие есть… сцену знаю, потому — в любителях лет десять терся… Что же еще нужно?",Chekhov
"Он вышел без 250 р., но одет очень дурно, так дурно, что платье его через два дня перешло во владение Василья и навсегда осталось неприятным воспоминанием для Сережи.",Tolstoy
— Вы можете объяснить ее?.,Chekhov
"Да… что-то я хотела тебе сказать… Ах да, там из управы Ферапонт пришел, тебя спрашивает..    Андрей (зевает).",Chekhov
"Я его узнал в Твери, когда я там служил, а он приезжал на рекрутский набор.",Tolstoy
"Но вдова не все отцепила, и Петр Иванович опять поднялся, и опять пуф забунтовал и даже щелкнул.",Tolstoy
12.    .,Tolstoy
"Синий, синий, ходит он плавным разливом и середь ночи, как середь дня; виден за столько вдаль, за сколько видеть может человечье око.",Gogol
"– зашептал ему снова Лебедев, с страшно испуганным видом; можно было угадать, что он испугался громадности суммы и предлагал попробовать с несравненно меньшего.. – Нет, уж в этом ты, брат, дурак, не знаешь, куда зашел… да, видно, и я дурак с тобой вместе!",Dostoevsky
"Не одна она смертная, все на том свете будем!",Chekhov
"Поле далеко было занято раскиданными по нем возами с висячими мазницами, облитыми дегтем, со всяким добром и провиантом, набранным у врага.",Gogol
Вот он стоит на горе и целит на него мушкет.,Gogol
"Вавила бросил что-то на огонь, притоптал — и тотчас же стало очень темно; видение исчезло, и по-прежнему было только поле, небо со звездами, да шумели птицы, мешая друг другу спать.",Chekhov
"Но до репутации Лебядкин горд, сударыня, и… и… я приехал отблагодарить… Вот деньги, сударыня!.",Dostoevsky
"Клянусь, я не сплетница!",Dostoevsky
"– Вот ваша постелька, пожалуйте сюда, – добавил он, указывая на пустую, очевидно, недавно принесенную кровать.",Chekhov
– Отцы… радетели… (Кричит.),Chekhov
"Это приходило к нему на ум не тогда, когда, занятый весь своей работой, он забывал и питье, и пищу, и весь свет, но тогда, когда наконец сильно приступала необходимость, когда не на что было купить кистей и красок, когда неотвязчивый хозяин приходил раз по десяти на день требовать платы за квартиру.",Gogol
Тузенбах.,Chekhov
Ну что?,Chekhov
"– Чудеса завелись, – говорил один из них.",Gogol
"Народ всё простой, сердечный, искренний.. — Вы теперь куда едете?",Chekhov
"В одно тихое, теплое утро в больницу принесли письмо.",Chekhov
Приказчик отправил к становому и к священнику послов и назначил караул.,Tolstoy
"Moscou, le 3 Octobre, 1812.",Tolstoy
- возразил Альберт строго.,Tolstoy
"Ну, брат Вася, мы будем довольны и счастливы!",Dostoevsky
Так было и нынче.. .,Tolstoy
"Иван на полминутки примолк..      – Если ты хочешь со мной о чем говорить, то перемени, пожалуйста, тему, – сказал он вдруг..      – А вот, чтобы не забыть, к тебе письмо, – робко проговорил Алеша и, вынув из кармана, протянул к нему письмо Лизы.",Dostoevsky
– сказала Долли почти с завистью.. .,Tolstoy
"– Прощайте, сударыня!",Gogol
"Ляхи знают, что такое казаки; за веру, сколько было по силам, отмстили; корысти же с голодного города не много.",Gogol
"За обедом он скоро развязался, присовокупил кое к чему замечания и съел почти один довольно старого поросенка; но, однако же, о своем событии в церкви он не решался говорить по какому-то безотчетному для него самого чувству и на вопросы любопытных отвечал: «Да, были всякие чудеса».",Gogol
"– Ну, что Кити?",Tolstoy
Нога оказалась в длинном белом чулке и обута в туфлю.,Dostoevsky
"– Дупелей, не знаю, найдем ли, а бекасов много.",Tolstoy
Старик сел почти у самых ног его и вслед за тем что-то вытащил из-под складок своего широкого платья.,Gogol
"И на обеде, когда все уже развеселились, и он также, вот и говорят они ему: «Не стыдно ли тебе так поступить с нами?",Gogol
"Все бегут к нему навстречу, кивая пальцами.",Gogol
"В первой же комнате, на ситцевом, длинном ""турецком"" диване, без спинки, восседала заплаканная Татьяна Ивановна.",Dostoevsky
"Оттого, быть может, что эти люди были близки ей, из того же круга, что и она… И Воротов почувствовал страшную пропасть между собой и этим кругом.",Chekhov
Почтмейстер.,Gogol
Сказать можно….,Chekhov
"Я с вами говорю, рыжая!",Chekhov
Помещик усмехнулся под белыми усами.. .,Tolstoy
— Какие же это глупости?,Chekhov
"А знаешь, мой друг, мне даже жаль, что с ним так строго поступили… анг-ли-чане.",Dostoevsky
"— Мама, гляди: воробей!.",Chekhov
"улучив минуту, погрозила мне пальцем..        - Прощай, брат, - вдруг отрезала Лиза, быстро  выходя  из  комнаты.",Dostoevsky
"Притом шаровары, которые носил он, были так широки, что какой бы большой ни сделал он шаг, ног было совершенно незаметно, и казалось — винокуренная кадь двигалась по улице.",Gogol
89.    .,Tolstoy
47. .,Gogol
"Дело Пьера с Долоховым было замято, и, несмотря на тогдашнюю строгость государя в отношении дуэлей, ни оба противника, ни их секунданты не пострадали.",Tolstoy
"Все это было очень знакомо нашим двум молодцам, приходившим каждый год домой на каникулярное время, приходившим потому, что у них не было еще коней, и потому, что не в обычае было позволять школярам ездить верхом.",Gogol
"Никаких рыцарских негодований в пользу оскорбленной невинности тут не было; вся операция произошла при общем смехе, и смеялся всех больше Николай Всеволодович сам; когда же всё кончилось благополучно, то помирились и стали пить пунш.",Dostoevsky
Хаджи-Мурат взглянул на него.,Tolstoy
"насмешники и  не понимают: ""Сон, дескать,  видел,  бред,  галлюцинацию"".",Dostoevsky
"Нет, это удобство заставило, и одно удобство соблазнило меня.",Dostoevsky
"Если взглянуть под кровать, то увидишь куклу с отломанной рукой и барабан, а за нянькиным сундуком очень много разных вещей: катушки от ниток, бумажки, коробка без крышки и сломанный паяц.",Chekhov
"Через минуту я сидел с графом в карете, слушал раскаты грома и злился….",Chekhov
XXXVII.,Tolstoy
"– сказала хозяйка, поднявшись с дивана, и выступила на середину комнаты, закутывая в шаль молодые продрогнувшие свои члены.. Чичиков схватился со стула с ловкостью почти военного человека, подлетел к хозяйке с мягким выраженьем в улыбке деликатного штатского человека, коромыслом подставил ей руку и повел ее парадно через две комнаты в столовую, сохраняя во все время приятное наклоненье головы несколько набок.",Gogol
"– сказал барин, очутившийся на берегу вместе с коропами и карасями, которые бились у ног его и прыгали на аршин от земли.",Gogol
Из окон льет яркий солнечный день.,Chekhov
"В левинском давно пустынном доме теперь было так много народа, что почти все комнаты были заняты, и почти каждый день старой княгине приходилось, садясь за стол, пересчитывать всех и отсаживать тринадцатого внука или внучку за особенный столик.",Tolstoy
Я и сам себя спрашиваю: не подло ли?,Chekhov
"- начал я прямо с главного..        - Cher enfant, друг ты мой милый, это до того возвышенно, это  до  того.",Dostoevsky
"Сознаюсь, я доводил эту фантазию до таких окраин, что похеривал.",Dostoevsky
"Правда, еще через несколько лет он уже несколько успел себя успокоить; он постарался все это забыть – и почти успел.",Dostoevsky
"Не говори, не говори….",Chekhov
Ну вот драка и продолжается; что же бы вы думали?,Dostoevsky
Намек.,Dostoevsky
"Пройдя еще шагов триста, вы снова выходите на батарею   на площадку, изрытую ямами и обставленную турами, насыпанными землей, орудиями на платформах и земляными валами.",Tolstoy
Тут опять строгий Черевик прервал нашего рассказчика: .,Gogol
"«Но знаю ли я ее мысли, ее желания, ее чувства?» – вдруг шепнул ему какой-то голос.",Tolstoy
Вошел Андрей и принес на подносе два стакана чая… Я поспешил выслать его….,Chekhov
"Я в стороне; свищу себе, да и только!",Dostoevsky
"лучшие, не в кружку, а в рот..        - А Тараска-то наш ушел за овраг.",Tolstoy
"Нету, нету!.",Chekhov
"содрать сукно, чтоб употребить его на внутреннюю подкладку халата, но не.",Dostoevsky
"Хорошо, хорошо.",Gogol
"Валахина встала, извиняясь, сказала, что ей надо поговорить с своим homme d’affaires,[8] и взглянула на меня с недоумевающим выражением, говорившим: «Ежели вы век хотите сидеть, то я вас не выгоняю».",Tolstoy
"Как же, я ее шить учила..      Ну, так вот вчера в суде эту Катюшу судили, и я был присяжным..      Ах, боже мой, какая жалость!",Tolstoy
"Ах нет, есть морщинки, много морщинок у глаз и на щеках, и седые волосы есть, но глаза те же!",Dostoevsky
Пышный!,Gogol
"Он потихоньку приблизился к зеркалу и сначала зажмурил глаза с тою мыслию, что авось-либо нос покажется на своем месте; но в ту же минуту отскочил назад, сказавши: «экой пасквильный вид!».",Gogol
