text,author
"Ведь сколько примеров по истории: какой-нибудь простой, не то уже чтобы дворянин, а просто какой-нибудь мещанин или даже крестьянин, — и вдруг открывается, что он какой-нибудь вельможа, а иногда даже и государь.",Gogol
"Надобно сказать, что в числе друзей Андрея Ивановича попалось два человека, которые были то, что называется огорченные люди.",Gogol
Арьергард еще был в воротах крепости.,Tolstoy
"Он молчал всё время обеда и, щурясь и морщась, глядел кругом себя или остановив глаза, с видом совершенной рассеянности, потирал пальцем переносицу.",Tolstoy
Лукашка снял шапку и подошел.. .,Tolstoy
"На другое утро Оленин виделся с хозяевами, и никто ничего не знал.",Tolstoy
"Вот минул и плетень, и низенький дубовый лес.",Gogol
ведь я видала тебя в халате?.,Tolstoy
"Могло быть и то, что процесс заряжания ружья был ему облегчением, исходом страждущей души его, и он рад был сосредоточить себя хотя бы одно только мгновение на каком-нибудь исходном внешнем предмете.",Dostoevsky
Трудно разглядеть в темноте.,Gogol
Купцы уходят.,Gogol
"И бойко везет его мужик, славно помахивает, русая, длинная такая у него борода, и не то что старик, а так лет будет пятидесяти, серый мужичий на нем зипунишко.",Dostoevsky
"Кажется, как будто целое море мотыльков поднялось вдруг со стеблей и волнуется блестящею тучею над черными жуками мужеского пола.",Gogol
Великолепно пишет.,Chekhov
"Вдруг, с противной стороны, показалось другое пятнышко, увеличилось, стало растягиваться, и уже было не пятнышко.",Gogol
"Объясните мне это; я часто об этом думаю..     – Этого нельзя объяснить, Катерина Федоровна; трудно представить, за что и как можно полюбить.",Dostoevsky
"Выбросьте меня, выбросьте, я больше не могу!...",Chekhov
68 г.: старика Опечатка..     Стр.,Tolstoy
"Дядю не убей, - послышался спокойный бас, и, раздвигая камыши, дядя Ерошка вплоть подошел к нему.. .",Tolstoy
"Еще кое-что умею… Умею никому и ответа не давать в том, что делаю.",Gogol
"Вся тайна тут, вся история тут!",Dostoevsky
"Красненький, дескать, чай, с собственных плантаций.."".",Dostoevsky
А вы небось хотели меня съесть вместо свинины?,Gogol
(Это было еще до разговора Алпатыча с Дроном.),Tolstoy
"– Надо подождать, пока скажут приговор убийце.",Dostoevsky
приняли меня самого за такого.,Dostoevsky
"Зная одного сына вне опасности, она еще сильнее стала тревожиться за Петю..      Несмотря на то, что уже с 20-го числа августа почти все знакомые Ростовых повыехали из Москвы, несмотря на то, что все уговаривали графиню уезжать как можно скорее, она ничего не хотела слышать об отъезде до тех пор, пока не вернется ее сокровище, обожаемый Петя.",Tolstoy
"Ты все еще не ушел, Семен?",Chekhov
"Князю нужен был управитель, и выбор его пал на Николая Сергеича, отличнейшего хозяина и честнейшего человека, в чем, конечно, не могло быть и малейшего сомнения.",Dostoevsky
"Только он это соврал..      – Да и неясности были..      – Увлекся маленько..      – Несправедливо, несправедливо-с..      – Ну нет, все-таки ловко.",Dostoevsky
"Оставшись один, он даже подумал о том, как бы ему возблагодарить гостя за такое в самом деле беспримерное великодушие.",Gogol
«Война и мир» в этой отношении — явление уникальное.,Tolstoy
"Пленникам сильно прискучило сидеть в мешках, несмотря на то что дьяк проткнул для себя пальцем порядочную дыру.",Gogol
"Никогда, никогда я не могу застрелиться!.",Dostoevsky
"— вскрикнул Ростов..      — Имею честь докладывать вам сущую правду, — повторил Алпатыч..      Ростов слез с лошади и, передав ее вестовому, пошел с Алпатычем к дому, расспрашивая его о подробностях дела.",Tolstoy
Ты куришь?.,Chekhov
"с три короба и уйдет, - все-таки развлечение себе  доставил"".",Dostoevsky
В чемодане щелкнул замок.,Chekhov
— Дай еще икры!,Chekhov
Сентября 3.. .,Dostoevsky
"Как Дмитрий Федорович ударил его по голове, он очнулся и получил аффект, пошел и убил.",Dostoevsky
"Скотина ревела от голода, не находя корма по сожженным солнцем лугам.",Tolstoy
бывают им часто лучшею наградою.,Gogol
"Кукина похоронили во вторник, в Москве, на Ваганькове; Оленька вернулась домой в среду, и как только вошла к себе, то повалилась на постель и зарыдала так громко, что слышно было на улице и в соседних дворах.. – Душечка!",Chekhov
До свиданция.,Chekhov
"Приносил мне и Саше пряничных петушков, яблоков и всё, бывало, толкует с нами о Петеньке.",Dostoevsky
"Тогда это будет безопасно.. — Знаешь что, Ваня?",Chekhov
"Но, устроив мешок, {365} он сел по-прежнему и, положив сильные рабочие руки на колени, глядя прямо в глаза садовнику, продолжал свой рассказ.",Tolstoy
"Имею честь поздравить, Анна Андреевна!",Gogol
"Мне не нужно наград… А мне хочется… — Петя стиснул зубы и оглянулся, подергивая кверху поднятой головой и размахивая рукой..      — В самую главную… — повторил Денисов, улыбаясь..      — Только уж, пожалуйста, мне дайте команду совсем, чтобы я командовал, — продолжал Петя, — ну что вам стоит?",Tolstoy
Ведь вот уж и третий звонок!,Chekhov
Только говорит много..    Ирина.,Chekhov
"– подскочил Лебедев, пораженный известием.. – Отчего же нет?",Dostoevsky
зачем на меня обрушилась беда?,Gogol
"Я сказал, что не играю больше, но что жена моя хорошо играет..    Удивительное дело!",Tolstoy
"Приятность, ожидавшая его впереди при свидании с Солохою, умаливала немного боль и делала нечувствительным и самый мороз, который трещал по всем улицам, не заглушаемый вьюжным свистом.",Gogol
"Они были слишком особенны и, как я уже сказала, слишком много подсказывали догадке.",Dostoevsky
о предательстве его дочери и о сумасшедшем доме.,Dostoevsky
"Напротив, у всякого праздник в душе.",Dostoevsky
"Ведь вы же умный человек и, конечно, сами не веруете, а слишком хорошо понимаете, что вера вам нужна, чтобы народ абрютировать.",Dostoevsky
на шее монисто!,Gogol
Городничий.,Gogol
надавите мне кленовые доски на белые груди!,Gogol
Расчет-то есть не держать лишней лошади!.,Tolstoy
Та же комната в доме городничего.,Gogol
Городничий.,Gogol
"дверь; к удивлению моему, оказался Тришатов..        Я тотчас отворил ему и, обрадовавшись, просил войти,  но  он  не  хотел.",Dostoevsky
"Если ты не захочешь пойти, то ты сделаешь несчастным человека!",Dostoevsky
"За ним следом отправился и Семен.. На дворе тихо, безмятежно наступала летняя русская ночь.",Chekhov
"Граф любил меня и искреннейше навязывался ко мне в друзья, я же не питал к нему ничего похожего на дружбу и даже не любил его; честнее было бы поэтому прямо раз навсегда отказаться от его дружбы, чем ехать к нему и лицемерить.",Chekhov
Господа!,Gogol
И не слушает.,Chekhov
"С первых начал нáчал он ему жаловаться на необразованность окружающих помещиков, на великие труды, которые ему предстоят.",Gogol
не давать им строиться и становиться в ряды!,Gogol
"«Разве черные брови и очи мои, – продолжала красавица, не выпуская зеркала, – так хороши, что уже равных им нет и на свете?",Gogol
кто дал мне ее в отчизны?,Gogol
"Теперь вся Барцелона убеждена в том, что его жена ведьма!",Chekhov
"«Не бесись, не бесись, старая черточка!» – проговорил Басаврюк, приправив таким словцом, что добрый человек и уши бы заткнул.",Gogol
60. .,Gogol
"Подумай, что тут хорошего!",Tolstoy
"- Да царица-то земная, идеал-то!",Dostoevsky
"И потом это его вмешательство в мои дела... Нет, не могу"",   и, почувствовав поднявшуюся опять в нем ненависть к этому чуждому, самоуверенному, не понимающему его человеку, Нехлюдов положил неконченое письмо в карман и, расплатившись, вышел на улицу и поехал догонять партию..    Жара еще усилилась.",Tolstoy
"Эта губа служила ему вместо табакерки, потому что табак, адресуемый в нос, почти всегда сеялся на нее.",Gogol
"Падение нашего кредитного рубля не дает мне спать, Дмитрий Федорович, с этой стороны меня мало знают….",Dostoevsky
"вспомогательных глаголов avoir  и  кtre,  вот  тут  по  географии,  описание.",Dostoevsky
"Я умру, очень скоро умру, но я боюсь, боюсь умирать… – шептала она, крепко сжимая его руку..     – О, хоть бы кто-нибудь!",Dostoevsky
"Я бросился к нему, я хотел целовать его руку!..",Dostoevsky
Чичиков улыбнулся при виде такой многочисленности.,Gogol
Милая матушка.,Tolstoy
"Тесть будет читать и смеяться, тестя же кашей не корми, а только расскажи или напиши ему что-нибудь смешное.. Открылась долина Желтой речки.",Chekhov
Почему же именно нагишом?,Gogol
Дело пойдет теперь быстро.,Dostoevsky
"я готов четвертак, другой».",Gogol
(Подходит к окну.),Gogol
"– Так как противники отказались от примирения, то не угодно ли начать: взять пистолеты и по слову три начинать сходиться..      – Р…аз!",Tolstoy
На них хорошо полежать после осетринки с хреном.,Chekhov
"Усталое солнце уходило от мира, спокойно пропылав свой полдень и утро; и угасающий день пленительно и ярко румянился.",Gogol
– Настасья Петровна.. – Настасья Петровна?,Gogol
Гости тоже были в веселом расположении духа и без церемонии вошли прежде самого хозяина.,Gogol
"Я засмеялась..      А она скажет, что не спала,   проговорила я шопотом, будто бы для того, чтобы не разбудить Катю; но совсем не затем: мне просто приятно было шопотом говорить с ним..    Он зашевелил губами, передразнивая меня, будто я говорила уже так тихо, что ничего нельзя было слышать.",Tolstoy
"— спросил он, делая большие глаза.",Chekhov
"– Коляску я взял для себя-с, но почти уверен был, что вы согласитесь поехать, – ответил Павел Павлович с видом совершенно счастливого человека.. – Эй, Павел Павлович, – как-то раздражительно засмеялся Вельчанинов, когда уже уселись и тронулись, – не слишком ли вы во мне уверены?.",Dostoevsky
"Вот вам в пример Фома Григорьевич; кажется, и не знатный человек, а посмотреть на него: в лице какая-то важность сияет, даже когда станет нюхать обыкновенный табак, и тогда чувствуешь невольное почтение.",Gogol
"""Да, все это ужасное дело сделалось уже после этой ночи светло Христова воскресения!""",Tolstoy
"Ямщик бойко крикнул на лошадей, поравнявшись с двумя веселыми телегами; почтальон оглянулся и подмигнул на красные лица мужиков и баб, с веселою песней трясшихся в телеге.",Tolstoy
"— Это мы понимаем... Мы ведь не все отвинчиваем... оставляем... Не без ума делаем... понимаем.... Денис зевает и крестит рот.. — В прошлом году здесь сошел поезд с рельсов, — говорит следователь.",Chekhov
"Данило погнал коня прямо к нему… Козак, на гибель идешь… Мушкет гремит – и колдун пропал за горою.",Gogol
"Если не вполне сознательно, не в убеждениях признавал он это, то сердцем признавал, неудержимо, неотразимо.",Dostoevsky
Вместе с судьями вошел и товарищ прокурора.,Tolstoy
"А кто же тут виноват, боже великий!",Dostoevsky
Вершинин.,Chekhov
"(значит бог) — Сказал это одно слово, и опять потупились и долго молчали; сидят, не шевелятся.",Tolstoy
— Как ты здесь?,Tolstoy
(Из записной книжки Н.В.,Gogol
"Он сам повествует, что 13 лет он уже был влюблен; будучи студентом первого курса, он жил с дамой, которая имела на него благотворное влияние и которой он обязан своим музыкальным образованием.",Chekhov
— весело закричал доктор.,Chekhov
"Пришли бы да и сказали по-родственному: так и так, мол, на интерес польстился... А тебе, батюшка, грех!",Chekhov
"Говорил — отдеру, ну и отодрал.. — По... пойду!",Chekhov
"— Нет, плохой я наставник!",Chekhov
"Николай Всеволодович, может быть, отнесся бы к Л—ну свысока, даже назвал бы его вечно храбрящимся трусом, петушком, – правда, не стал бы высказываться вслух.",Dostoevsky
"Небось я уже надоен вам, а?.",Chekhov
"Лошадь, пуф, пуф, очень порядочная!.",Gogol
"В новом просторном платье из грубой мужской чечунчи и в большой соломенной шляпе, широкие поля которой сильно были загнуты к ушам, так что лицо ее глядело как будто из коробочки, она казалась себе очень миленькой.",Chekhov
Любовь Андреевна.,Chekhov
"– проговорила Катя, махнув на него рукой, как будто на совершенно потерянного человека..     – Да что вы в самом деле!",Dostoevsky
В роще где-нибудь на дереве сидят шпанские мухи.,Chekhov
"И тут, вероятно, желая поверить, справедливо ли то, что я уж не маленькая, он взглянул на меня и покраснел до ушей.",Dostoevsky
Какой скверный городишко!,Gogol
"Увидав Нехлюдова, офицер привстал и как будто насмешливо и подозрительно уставился на вошедшего..      Что угодно?",Tolstoy
"– И не прав ли я был, говоря, что в некоторых случаях третьему человеку гораздо легче объяснить, чем самому заинтересованному!.",Dostoevsky
С громом выехала бричка из-под ворот гостиницы на улицу.,Gogol
"Сегодня, например, я часа в четыре лягу, потому до обеда выспался.",Chekhov
(итал.)],Gogol
"Я.   вписываю слова Ламберта буквально, как приснились)..        ""Аркадий  Макарович  ищет  ""благообразия"""",  -  слышится  голосок  Анны.",Dostoevsky
"Ближайшие к новопреставленному и кому следовало по чину стали убирать по древлему обряду тело его, а вся братия собралась в соборную церковь.",Dostoevsky
"А когда, наконец, коляска остановилась у крыльца, красиво задрапированного полосатой холстиной, и когда он поглядел на освещенные окна второго этажа, слышно было, как дрожало его дыхание.. — Если что случится, то... я не переживу, — сказал он, входя с доктором в переднюю и в волнении потирая руки.",Chekhov
Вот наступает Катеринин отец – подается пан Данило.,Gogol
"Офицер же розов, безус, женоподобен и гибок, как английский хлыст.. — Что вам угодно?",Chekhov
"Найдите себе другую дуру, ироды окаянные!.",Chekhov
"И веришь ли, у меня даже на сердце это осталось.",Dostoevsky
"- Ты думаешь, это так?",Tolstoy
"— Я рад, что ясно вижу свои недостатки и сознаю их.",Chekhov
"Когда же поворотился он, чтобы взглянуть на татарку, она стояла перед ним, подобно темной гранитной статуе, вся закутанная в покрывало, и отблеск отдаленного зарева, вспыхнув, озарил только одни ее очи, помутившиеся, как у мертвеца.",Gogol
"Чиновник вторил ему фистулой..      Милый мальчик, милый, радостный мальчик, как я тебя люблю!",Dostoevsky
"В ту зиму, когда я вернулся из-за границы, вечера были длинные-длинные, я сильно тосковал и от тоски не мог даже читать; днем еще туда-сюда, то снег в саду почистишь, то кур и телят покормишь, а по вечерам — хоть пропадай.. Прежде я не любил гостей, теперь же бывал им рад, так как знал, что непременно будет разговор об Ариадне.",Chekhov
"Вы помните ли, сударь, те слова, которые вы изводили сказать мне в Смоленске, вино откупорено, надо его пить..        .",Tolstoy
Она покачала головой.. .,Tolstoy
: М. Богданович.,Tolstoy
Гони!,Chekhov
"— Все довольны, батько!",Gogol
- Так татарин благородней?,Tolstoy
Пожалуйте ее сюда!,Gogol
где моя мама?...,Dostoevsky
Подумаешь: кто это стрелял?,Tolstoy
"Сосед мой, нервный господин с блестящими глазами, очевидно, тоже заинтересовался и, не вставая с места, прислушивался..      Да чем же худо образование?",Tolstoy
"Доктор ходил, смотрел, ел, пил, но чувство у него было одно: досада на Михаила Аверьяныча.",Chekhov
Расстройство состояния Ростовых.,Tolstoy
"Я бы хотел… мне нужно поторопиться… так нельзя ли, например, кончить дело сегодня?.",Gogol
"Впрочем, и некогда было угадывать.",Dostoevsky
Так я и вздрогнул и.   сам не знал отчего.,Dostoevsky
"- Много, мать, много, - замечает Лукашкина мать и качает головой, - твоя девка, Марьянушка-то, твоя вот девка, так по полку поискать.. .",Tolstoy
"Неделю ходил он, как полупьяный, страдая, поджидая ее и терзаясь неизвестностью.",Chekhov
"Тогда стояла осень с своею грустно-сырою погодою, грязью и туманом.",Gogol
"– Про вас я уже много слышал, в этом же роде… с большою радостию… чрезвычайно научился вас уважать, – продолжал Ипполит.. Он говорил одно, но так, как будто бы этими самыми словами хотел сказать совсем другое.",Dostoevsky
Боже вас сохрани шуметь!,Gogol
"Бог их знает, что они там ворочаются.",Tolstoy
куда вы мечетесь как угорелые?,Gogol
Уедем — и здесь не останется ни души….,Chekhov
Он схватил лежавшее на дороге полено и начал им со всех сил колотить старуху.,Gogol
"подумала я, с счастливым напряженьем во всех членах прижимая его к груди и с трудом удерживаясь от того, чтобы не сделать ему больно.",Tolstoy
Зачем ты привела его сюда?.,Tolstoy
Настало утро.,Gogol
"Ну, пустите меня, я пойду.",Chekhov
"И вспоминал он часто об Александре Петровиче, и так ему бывало грустно, что не знал он, куда деться от тоски.. Но у молодости есть будущее.",Gogol
"Пришел горбатенький Алёшка, совершенно пьяный, без гармоники; грудь и колени у него были в пыли и соломе — должно быть, падал дорогой.",Chekhov
"Бедному Ивану Андреичу тоже никто не завяжет галстука, как следует, и по белью, и по сапогам бедняжки видно, что дома за ним никто не смотрит.",Chekhov
Приезд к нему графа Вилларского.,Tolstoy
Трофимов (Пищику).,Chekhov
"– Восхитительно, божественно, чудесно!.",Tolstoy
"Будущее людей и твоя судьба должна быть неизвестна тебе; но живи так, чтобы быть готовой ко всему.",Tolstoy
"О, не верьте ей, нет, не „изверг“ клиент мой, как она его называла!",Dostoevsky
"Предчувствуя неприятную встречу, ворча и оглядываясь, Каштанка вошла в маленькую комнатку с грязными обоями и в страхе попятилась назад.",Chekhov
"В фуре сидел хорошо одетый человек, курил трубочку и смотрел на меня.",Tolstoy
"Он знал, что, прежде чем ехать, многое еще будут кричать, сидя на нем, приказывать другому табунщику Ваське и лошадям.",Tolstoy
"Возьмите-ка его увертки и фокусы, например, хотя бы его отношение к цивилизации.",Chekhov
любимая и такую же мучительную любовь рождающая к себе в самых неблагодарных.,Dostoevsky
Но об генерале Черняеве еще вся речь впереди.,Dostoevsky
"Выйдя от нее, он вдруг заплакал.. Доктор приехал только к вечеру.",Dostoevsky
"— Что ж, — говорил Афанасий Иванович, — я куплю себе новое вооружение.",Gogol
Да не быть тому.,Gogol
"Уже не видно было за великим дымом, обнявшим то и другое воинство, не видно было, как то одного, то другого не ставало в рядах; но чувствовали ляхи, что густо летели пули и жарко становилось дело; и когда попятились назад, чтобы посторониться от дыму и оглядеться, то многих недосчитались в рядах своих; а у казаков, может быть, другой-третий был убит на всю сотню.",Gogol
В избе замелькал огонек.. — Кто там?,Chekhov
— А вот к кому ходит дьяк!,Gogol
"полковница, - а он испугался чего-то.",Dostoevsky
"Такого рода рассуждения, уничтожая все его решения и предположения, часто приходили Пьеру.",Tolstoy
– Зачем и куда ему идти в эту пору?,Gogol
– В какое это время вас Бог принес!,Gogol
"Он работает у хозяина в огороде, и учит детей, и ходит за больными.. 1. странников (франц.)..",Tolstoy
БРАК ПО РАСЧЕТУ.,Chekhov
"Вот еще бы только на палец прибавить, то и полковник.",Gogol
Наташа встала и посмотрела в окно.,Tolstoy
спросил смотритель..      Богодуховскую..      Это из башни.,Tolstoy
"Из молодых людей рассчитывали чуть ли не на одного Евгения Павловича; он должен был явиться, сопровождая Белоконскую.. О том, что будет Белоконская, князь услыхал еще чуть ли не за три дня до вечера; о званом же вечере узнал только накануне.",Dostoevsky
И верх его.,Tolstoy
"Видно было, что он не пребывал в дремоте и спячке.. – Знаешь ли, Василий, что я придумал?",Gogol
– Что угадала?.,Dostoevsky
— прохрипела она.,Chekhov
"Индейкам и курам не было числа; промеж них расхаживал петух мерными шагами, потряхивая гребнем и поворачивая голову набок, как будто к чему-то прислушиваясь; свинья с семейством очутилась тут же; тут же, разгребая кучу сора, съела она мимоходом цыпленка и, не замечая этого, продолжала уписывать арбузные корки своим порядком.",Gogol
Что же еще вам сказать на прощание?,Chekhov
"Не подражайте тоже некоторым фразерам, которые говорят поминутно, чтобы их слышали: «Не дают ничего делать, связывают руки, вселяют в душу отчаяние и разочарование!» и проч.",Dostoevsky
Он со слезливым умилением поглядел на фон Корена и дьякона и забормотал:.,Chekhov
Попридержи!.,Chekhov
"Смотрю: день не пьет, другой не пьет, третий   хмельного в рот не берет, осовел совсем, индо жалко, сидит подгорюнившись.",Dostoevsky
Я переменю тему.,Dostoevsky
нервов; но в ту самую светлую надежду я верю и теперь  -  вот  что  я  хотел.,Dostoevsky
"Ваше горе — мое горе, ваше счастье — мое счастье... Если я задам вам сейчас вопрос, то не заподозрите в нем праздное любопытство.",Chekhov
"Одного, с окровавленною головой, без шапки, тащили двое солдат под руки.",Tolstoy
"Мы, мужчины, хлопочем насчет их свободы, но они вовсе не хотят этой свободы и только делают вид, что хотят.",Chekhov
Несколько человек лежали неубранные.,Tolstoy
Я знать не хочу!,Tolstoy
А она с ним поедет или как?.,Chekhov
"На вкусы нет закона: кто любит попа, а кто попадью, говорит пословица.. – Еще я хотел вас попросить, чтобы эта сделка осталась между нами, – говорил Чичиков, прощаясь.. – Да уж само собою разумеется.",Gogol
Княжна Марья подготовляет маленькую княгиню к известию о смерти князя Андрея.,Tolstoy
Я подожду.. Гаврила Ардалионович молчал и смотрел презрительно.. – Не хотите.,Dostoevsky
"«Странно... — подумал Пуркуа, рассматривая соседа.",Chekhov
"— Ничего... Кажись, кто-то едет... — тихо ответила дьячиха.. Дьячок сбросил с себя руками и ногами одеяло, стал в постели на колени и тупо поглядел на жену.",Chekhov
"Как только рассветало, начиналось движение.",Tolstoy
"По переулкам Хамовников пленные шли одни с своим конвоем и повозками и фурами, принадлежавшими конвойным и ехавшими сзади; но, выйдя к провиантским магазинам*, они попали в середину огромного, тесно двигавшегося артиллерийского обоза, перемешанного с частными повозками..      У самого моста все остановились, дожидаясь того, чтобы продвинулись ехавшие впереди.",Tolstoy
"мой друг, не сердись за торопливость расчета.",Dostoevsky
"Взмостившись в брику, они потянулись, погоняя лошадей и напевая песню, которой слова и смысл вряд ли бы кто разобрал.",Gogol
"Помнишь, Анисим перед свадьбой на Фоминой привез мне новых рублей и полтинников?",Chekhov
"Комната не протоплена, не убрана; суп, который один вам можно есть, не заказан повару, за лекарством не послано; но, изнуренная от ночного бдения, любящая жена ваша все с таким же выражением соболезнования смотрит на вас, ходит на цыпочках и шепотом отдает слугам непривычные и неясные приказания.",Tolstoy
"С час стоит, глядясь в зеркало, и не наглядится, и еще хвалит себя вслух!.",Gogol
"Старый дядька князя Андрея, Антон, высадил Пьера из коляски, сказал, что князь дома, и проводил его в чистую, маленькую прихожую..      Пьера поразила скромность маленького, хотя и чистенького домика после тех блестящих условий, в которых последний раз он видел своего друга в Петербурге.",Tolstoy
В первое время Андрей Ефимыч работал очень усердно.,Chekhov
"сделал серьезные изучения, вывел выводы  на  основании  физиологии,  которые.",Dostoevsky
"Боль утихла тотчас же, и генерал успокоился.",Chekhov
их или наше?.,Tolstoy
"Он до сих пор ездит по всем ярмаркам в Малороссии; тщательно осведомляется о ценах на разные большие произведения, продающиеся оптом, как-то: муку, пеньку, мед и прочее, но покупает только небольшие безделушки, как-то: кремешки, гвоздь прочищать трубку и вообще все то, что не превышает всем оптом своим цены одного рубля.",Gogol
"Тут Самойленко был своим человеком, и для него имелась даже особая посуда.",Chekhov
"Он видел, как здесь кипел человек, как каждый город говорил своею речью, как у каждого города были целые томы истории, как разом возникли здесь все образы и виды гражданства и правлений: волнующиеся республики сильных, непокорных характеров и полновластные деспоты среди их; целый город царственных купцов, опутанный сокровенными правительственными нитями под призраком единой власти дожа; призванные чужеземцы среди туземцев; сильные напоры и отпоры в недре незначительного городка; почти сказочный блеск герцогов и монархов крохотных земель; меценаты, покровители и гонители; целый ряд великих людей, столкнувшихся в одно и то же время; лира, циркуль, меч и палитра; храмы, воздвигающиеся среди браней и волнений; вражда, кровавая месть, великодушные черты и кучи романических происшествий частной жизни среди политического общественного вихря и чудная связь между ими: такое изумляющее раскрытие всех сторон жизни политической и частной, такое пробуждение в столь тесном объеме всех элементов человека, совершавшихся в других местах только частями и на больших пространствах!",Gogol
184.    .,Tolstoy
— Ха-ха-ха!,Dostoevsky
"По всей церкви слышно было, как козак Свербыгуз клал поклоны.",Gogol
"– Подождем еще до половины третьего, – прибавил он, потягиваясь и в то же время почесывая маковку, как он это обыкновенно делал, на минуту отдыхая от занятий.",Tolstoy
"Я заметил, что хохлушки только плачут или хохочут, среднего же настроения у них не бывает..    Признаюсь, хоронить таких людей, как Беликов, это большое удовольствие.",Chekhov
Возвращайтесь с доверием в ваши жилища: вы скоро найдете способы удовлетворить вашим нуждам!,Tolstoy
должен довольствоваться каким-нибудь немецким обедом из картофеля.,Gogol
"Но какой-то голос говорил ему, чтоб он подождал и не решался.",Tolstoy
"скажи Катерине, чтобы не покидала сына!",Gogol
Конечно вздор?.,Dostoevsky
"Давно так не веселились в Москве, как этот год..      Растопчинские афишки с изображением вверху питейного дома, целовальника и московского мещанина Карпушки Чигирина, который, быв в ратниках и выпив лишний крючок на тычке*, услыхал, будто Бонапарт хочет идти на Москву, рассердился, разругал скверными словами всех французов, вышел из питейного дома и заговорил под орлом собравшемуся народу, читались и обсуживались наравне с последним буриме Василия Львовича Пушкина.*.",Tolstoy
"В неистощимой тоске своей подошел наш герой к столу, за которым читал, и увидел, что к нему подходит трактирный служитель с каким-то странным и дерзко-настоятельным выражением в лице.",Dostoevsky
Голова решился сносить все.,Gogol
"Он даже изменял при ней, невольно, обыкновенный свой образ жизни: не так долго лежал на солнце, если же и лежал, то не в натуре, а всегда надевал рубашку и шаровары, хотя Агафия Федосеевна совершенно этого не требовала.",Gogol
"И каждый из этих проектов, основанных на стратегии и тактике, противоречит один другому.",Tolstoy
"Проснешься нечаянно, откроешь глаза и видишь обращенное на тебя лицо... этакое какое-то ужасное, дикое... Перекошено оно, это лицо, злобой, отвращением... Как увидишь этакую штуку, всё обаяние пропало... И часто она так на меня смотрит.... — С отвращением?.",Chekhov
"Мне уж месяц, как минуло девятнадцать лет.",Dostoevsky
"Залогов из казны ты должен получить обратно восемь тысяч; за сено, которого, по твоему же расчету, можно продать семь тысяч пудов, – кладу по сорок пять копеек, – ты получишь три тысячи: следовательно, всех денег у тебя будет сколько?",Tolstoy
